customer_id,name,email,phone,account_age_days,city,state,risk_tier
CUST001246,Susan Rodriguez,susan.rodriguez534@gmail.com,661-328-8361,1338,San Jose,CA,LOW
CUST001247,Michael Miller,michael.miller431@yahoo.com,815-586-4541,742,Houston,FL,HIGH
CUST001248,Charles Smith,charles.smith380@hotmail.com,216-509-6029,1058,Columbus,AZ,LOW
CUST001249,Daniel Thomas,daniel.thomas665@outlook.com,623-620-6762,751,Columbus,NC,MEDIUM
CUST001250,Thomas Hernandez,thomas.hernandez117@yahoo.com,669-638-7113,392,Dallas,MI,LOW
CUST001251,Sarah Wilson,sarah.wilson391@hotmail.com,875-905-8167,1328,Phoenix,VA,MEDIUM
CUST001252,Sandra Brown,sandra.brown90@gmail.com,291-865-1269,1292,Charlotte,OH,LOW
CUST001253,Jessica Martin,jessica.martin950@gmail.com,848-654-9247,1220,Fort Worth,NY,HIGH
CUST001254,Elizabeth Wilson,elizabeth.wilson217@yahoo.com,995-665-7243,264,Houston,AZ,MEDIUM
CUST001255,Patricia Lopez,patricia.lopez991@outlook.com,622-860-7484,45,Philadelphia,WA,LOW
CUST001256,Thomas Martinez,thomas.martinez275@hotmail.com,514-624-4957,38,Charlotte,MA,MEDIUM
CUST001257,Mary Smith,mary.smith27@yahoo.com,583-731-6201,716,Chicago,MI,MEDIUM
CUST001258,Linda Moore,linda.moore997@outlook.com,397-831-7444,1726,New York,WA,MEDIUM
CUST001259,Susan Jones,susan.jones962@outlook.com,945-377-7604,681,Dallas,TX,MEDIUM
CUST001260,Linda Brown,linda.brown728@yahoo.com,716-321-7422,1756,Fort Worth,NJ,LOW
CUST001261,Anthony Moore,anthony.moore163@hotmail.com,408-295-2528,82,San Antonio,NY,HIGH
CUST001262,Matthew Jackson,matthew.jackson157@gmail.com,832-924-9907,191,San Jose,OH,LOW
CUST001263,Lisa Jones,lisa.jones465@hotmail.com,391-445-4633,638,Houston,NC,LOW
CUST001264,Lisa Gonzalez,lisa.gonzalez789@hotmail.com,875-252-5505,199,Charlotte,TX,HIGH
CUST001265,James Jackson,james.jackson888@gmail.com,313-670-3010,249,Chicago,IL,LOW
CUST001266,Mark Garcia,mark.garcia96@gmail.com,706-570-4407,830,Los Angeles,GA,LOW
CUST001267,Susan Williams,susan.williams499@gmail.com,415-903-7879,798,Charlotte,PA,HIGH
CUST001268,Sandra Anderson,sandra.anderson828@yahoo.com,384-505-1166,395,Austin,MI,HIGH
CUST001269,Karen Johnson,karen.johnson121@hotmail.com,555-695-9953,40,Chicago,NC,HIGH
CUST001270,William Brown,william.brown198@gmail.com,748-223-9486,1078,Fort Worth,TX,LOW
CUST001271,Margaret Lopez,margaret.lopez118@yahoo.com,230-535-3270,480,Los Angeles,VA,HIGH
CUST001272,Robert Rodriguez,robert.rodriguez281@outlook.com,404-294-6710,1480,Dallas,NJ,LOW
CUST001273,Joseph Thomas,joseph.thomas447@outlook.com,397-456-3833,435,Austin,AZ,HIGH
CUST001274,William Gonzalez,william.gonzalez106@hotmail.com,369-410-8992,917,Charlotte,GA,MEDIUM
CUST001275,Karen Rodriguez,karen.rodriguez836@hotmail.com,837-310-7275,909,Houston,MI,LOW
CUST001276,Barbara Williams,barbara.williams461@yahoo.com,234-723-5146,1231,San Antonio,IL,MEDIUM
CUST001277,Anthony Taylor,anthony.taylor361@outlook.com,230-317-3947,1686,Philadelphia,OH,LOW
CUST001278,Barbara Davis,barbara.davis75@yahoo.com,872-580-7094,327,Fort Worth,PA,LOW
CUST001279,James Hernandez,james.hernandez705@gmail.com,934-536-4502,983,San Jose,WA,LOW
CUST001280,Mark Davis,mark.davis576@gmail.com,594-490-4476,1109,Houston,CA,MEDIUM
CUST001281,William Martin,william.martin969@gmail.com,787-861-7909,1427,Fort Worth,OH,LOW
CUST001282,Anthony Hernandez,anthony.hernandez203@yahoo.com,250-705-9169,125,Phoenix,OH,LOW
CUST001283,Patricia Anderson,patricia.anderson176@hotmail.com,805-592-4873,1210,New York,IL,LOW
CUST001284,Christopher Jackson,christopher.jackson5@outlook.com,491-334-7599,105,Charlotte,NC,MEDIUM
CUST001285,Mary Hernandez,mary.hernandez661@gmail.com,271-681-2558,1729,Fort Worth,OH,HIGH
CUST001286,Elizabeth Rodriguez,elizabeth.rodriguez325@hotmail.com,609-281-6131,1041,San Jose,NY,MEDIUM
CUST001287,Elizabeth Anderson,elizabeth.anderson506@gmail.com,582-832-2683,89,Houston,NY,LOW
CUST001288,Robert Brown,robert.brown331@outlook.com,431-374-2442,421,Jacksonville,MA,LOW
CUST001289,Anthony Moore,anthony.moore6@gmail.com,465-244-2815,128,Phoenix,CA,LOW
CUST001290,David Martin,david.martin811@outlook.com,476-915-3790,312,San Jose,GA,LOW
CUST001291,Robert Hernandez,robert.hernandez883@yahoo.com,971-798-7771,1334,San Diego,NJ,LOW
CUST001292,Thomas Taylor,thomas.taylor247@outlook.com,877-701-5596,689,Fort Worth,VA,MEDIUM
CUST001293,Linda Williams,linda.williams271@hotmail.com,928-284-6783,1173,Columbus,AZ,LOW
CUST001294,Nancy Miller,nancy.miller712@gmail.com,276-706-1987,465,New York,NJ,LOW
CUST001295,Joseph Gonzalez,joseph.gonzalez193@outlook.com,307-548-4418,1697,San Jose,WA,MEDIUM
CUST001296,Thomas Hernandez,thomas.hernandez779@hotmail.com,925-664-3523,1766,Dallas,CA,LOW
CUST001297,Linda Lopez,linda.lopez395@outlook.com,835-725-4326,1627,San Antonio,FL,LOW
CUST001298,William Wilson,william.wilson169@hotmail.com,791-863-2672,331,San Diego,MA,LOW
CUST001299,Lisa Brown,lisa.brown247@gmail.com,671-391-5370,88,San Diego,NJ,MEDIUM
CUST001300,Joseph Lopez,joseph.lopez272@gmail.com,763-286-6806,913,Houston,TX,MEDIUM
CUST001301,Thomas Wilson,thomas.wilson521@hotmail.com,254-651-5466,787,Los Angeles,NY,HIGH
CUST001302,Richard Wilson,richard.wilson199@hotmail.com,393-612-3894,1246,Phoenix,NC,MEDIUM
CUST001303,Jessica Taylor,jessica.taylor444@gmail.com,897-251-5078,257,Houston,CA,LOW
CUST001304,Mark Johnson,mark.johnson590@hotmail.com,444-267-9718,236,Phoenix,FL,MEDIUM
CUST001305,Daniel Gonzalez,daniel.gonzalez402@outlook.com,303-425-5395,1044,Houston,TX,LOW
CUST001306,Barbara Martinez,barbara.martinez723@hotmail.com,951-203-2544,409,Dallas,MA,HIGH
CUST001307,Karen Thomas,karen.thomas757@hotmail.com,904-444-3789,675,Austin,CA,LOW
CUST001308,Jennifer Hernandez,jennifer.hernandez922@outlook.com,345-213-8775,906,Philadelphia,NY,LOW
CUST001309,William Williams,william.williams175@gmail.com,808-560-8763,1224,New York,GA,LOW
CUST001310,Jessica Brown,jessica.brown47@gmail.com,780-896-5762,1740,Houston,NC,MEDIUM
CUST001311,Jennifer Jones,jennifer.jones794@gmail.com,302-511-6499,956,San Diego,VA,LOW
CUST001312,Sarah Rodriguez,sarah.rodriguez680@outlook.com,459-573-8516,57,Columbus,PA,LOW
CUST001313,Daniel Hernandez,daniel.hernandez913@outlook.com,315-476-9508,1521,Austin,NY,LOW
CUST001314,Susan Davis,susan.davis676@yahoo.com,565-709-1506,530,San Jose,VA,HIGH
CUST001315,Susan Lopez,susan.lopez212@gmail.com,398-586-2768,590,Charlotte,NJ,HIGH
CUST001316,Sarah Anderson,sarah.anderson982@yahoo.com,471-895-6715,708,San Antonio,MI,MEDIUM
CUST001317,William Martinez,william.martinez196@gmail.com,793-732-6624,1738,San Jose,CA,MEDIUM
CUST001318,Betty Anderson,betty.anderson581@hotmail.com,495-312-1136,1051,Charlotte,NJ,LOW
CUST001319,Joseph Jones,joseph.jones536@hotmail.com,838-771-3664,651,San Diego,IL,LOW
CUST001320,Betty Martinez,betty.martinez16@outlook.com,241-422-5636,1720,San Jose,CA,LOW
CUST001321,Jessica Martinez,jessica.martinez6@outlook.com,560-876-1010,132,Phoenix,TX,LOW
CUST001322,Mark Martinez,mark.martinez805@yahoo.com,288-930-5434,322,Jacksonville,FL,MEDIUM
CUST001323,Charles Williams,charles.williams298@yahoo.com,232-684-6810,539,Fort Worth,NJ,HIGH
CUST001324,Richard Wilson,richard.wilson409@gmail.com,467-509-6091,384,San Jose,OH,HIGH
CUST001325,Mark Hernandez,mark.hernandez824@yahoo.com,899-986-4268,542,Chicago,OH,MEDIUM
CUST001326,Michael Martinez,michael.martinez313@gmail.com,504-780-8555,1147,Chicago,OH,MEDIUM
CUST001327,Patricia Jones,patricia.jones540@outlook.com,910-520-9254,1433,Jacksonville,PA,MEDIUM
CUST001328,Barbara Wilson,barbara.wilson478@outlook.com,620-672-1453,1174,New York,WA,MEDIUM
CUST001329,John Jones,john.jones630@hotmail.com,448-794-9391,794,Chicago,MI,MEDIUM
CUST001330,Mark Jackson,mark.jackson899@hotmail.com,254-973-7433,287,San Antonio,NJ,LOW
CUST001331,Joseph Taylor,joseph.taylor472@gmail.com,286-256-5426,1729,Austin,CA,LOW
CUST001332,Karen Brown,karen.brown842@hotmail.com,779-693-6428,1800,New York,CA,HIGH
CUST001333,Charles Taylor,charles.taylor758@gmail.com,918-409-9458,325,Dallas,VA,MEDIUM
CUST001334,Robert Davis,robert.davis917@yahoo.com,508-843-6093,1502,Charlotte,NY,MEDIUM
CUST001335,Karen Miller,karen.miller118@gmail.com,200-356-2983,1094,Los Angeles,FL,LOW
CUST001336,Patricia Thomas,patricia.thomas26@outlook.com,600-256-2995,644,San Antonio,GA,LOW
CUST001337,Anthony Davis,anthony.davis862@hotmail.com,827-897-8194,1789,Austin,MI,LOW
CUST001338,Susan Jones,susan.jones652@gmail.com,389-345-4943,379,Dallas,VA,HIGH
CUST001339,Sarah Miller,sarah.miller488@outlook.com,496-496-2638,1235,San Diego,PA,HIGH
CUST001340,William Gonzalez,william.gonzalez396@gmail.com,675-626-7960,333,New York,IL,MEDIUM
CUST001341,Patricia Jackson,patricia.jackson399@gmail.com,794-510-1558,1351,Austin,MA,HIGH
CUST001342,Karen Anderson,karen.anderson44@hotmail.com,342-679-8509,597,New York,TX,LOW
CUST001343,Thomas Taylor,thomas.taylor216@hotmail.com,923-737-7399,1080,Los Angeles,TX,HIGH
CUST001344,Robert Lopez,robert.lopez672@hotmail.com,670-932-3294,600,Fort Worth,WA,HIGH
CUST001345,Elizabeth Gonzalez,elizabeth.gonzalez70@outlook.com,585-683-3955,1209,Jacksonville,MA,MEDIUM
CUST001346,Matthew Taylor,matthew.taylor266@yahoo.com,914-531-6703,1227,San Jose,AZ,MEDIUM
CUST001347,John Johnson,john.johnson31@yahoo.com,437-298-2740,1052,Charlotte,NJ,MEDIUM
CUST001348,David Davis,david.davis791@yahoo.com,307-378-7292,1577,San Antonio,MA,LOW
CUST001349,Mary Martin,mary.martin257@gmail.com,238-967-2194,934,Fort Worth,PA,MEDIUM
CUST001350,Christopher Smith,christopher.smith946@yahoo.com,528-310-8364,803,Chicago,NJ,MEDIUM
CUST001351,Sarah Miller,sarah.miller201@hotmail.com,702-648-5687,491,Houston,VA,LOW
CUST001352,Susan Taylor,susan.taylor829@yahoo.com,288-796-1397,1318,Austin,CA,LOW
CUST001353,Mary Jones,mary.jones915@gmail.com,568-992-7685,1193,Dallas,AZ,LOW
CUST001354,David Garcia,david.garcia699@outlook.com,394-412-8761,1055,Philadelphia,PA,MEDIUM
CUST001355,Mark Moore,mark.moore874@yahoo.com,268-649-8004,1310,San Antonio,AZ,LOW
CUST001356,Charles Williams,charles.williams131@hotmail.com,303-320-9170,502,New York,MI,MEDIUM
CUST001357,David Smith,david.smith230@hotmail.com,457-599-6863,169,Columbus,AZ,LOW
CUST001358,Elizabeth Williams,elizabeth.williams548@yahoo.com,730-825-9192,669,San Antonio,MI,LOW
CUST001359,Sarah Brown,sarah.brown597@outlook.com,469-868-1491,96,Philadelphia,OH,LOW
CUST001360,Michael Hernandez,michael.hernandez910@gmail.com,342-409-9963,1702,Jacksonville,PA,HIGH
CUST001361,Sandra Johnson,sandra.johnson242@outlook.com,274-777-1579,738,Los Angeles,OH,MEDIUM
CUST001362,Lisa Martin,lisa.martin952@gmail.com,764-690-3121,584,Jacksonville,NY,LOW
CUST001363,Mary Thomas,mary.thomas520@yahoo.com,865-558-8069,1008,Phoenix,WA,LOW
CUST001364,James Johnson,james.johnson27@yahoo.com,747-822-7215,1426,Austin,VA,LOW
CUST001365,Sarah Thomas,sarah.thomas54@outlook.com,984-586-3051,910,Jacksonville,OH,MEDIUM
CUST001366,Robert Brown,robert.brown449@gmail.com,830-576-6763,426,Philadelphia,OH,LOW
CUST001367,Linda Davis,linda.davis95@gmail.com,432-622-9785,1193,New York,WA,LOW
CUST001368,Margaret Davis,margaret.davis833@gmail.com,278-258-3076,928,Chicago,IL,LOW
CUST001369,David Lopez,david.lopez617@yahoo.com,499-332-7517,1010,Austin,CA,HIGH
CUST001370,John Williams,john.williams257@yahoo.com,706-922-6848,1788,Houston,GA,HIGH
CUST001371,Elizabeth Lopez,elizabeth.lopez799@hotmail.com,869-450-9631,577,Philadelphia,VA,MEDIUM
CUST001372,Thomas Brown,thomas.brown56@hotmail.com,620-922-8966,602,Los Angeles,FL,LOW
CUST001373,Anthony Taylor,anthony.taylor237@hotmail.com,959-766-4453,281,Philadelphia,VA,LOW
CUST001374,Mary Davis,mary.davis716@outlook.com,865-982-8434,263,New York,GA,LOW
CUST001375,William Rodriguez,william.rodriguez603@outlook.com,507-286-1978,601,Columbus,MI,MEDIUM
CUST001376,Jessica Smith,jessica.smith884@outlook.com,593-654-1727,489,Houston,OH,LOW
CUST001377,Nancy Wilson,nancy.wilson546@gmail.com,876-512-1512,1139,Fort Worth,PA,LOW
CUST001378,Sandra Martin,sandra.martin773@hotmail.com,468-971-4547,1580,New York,PA,HIGH
CUST001379,Anthony Martin,anthony.martin445@outlook.com,946-953-1935,1683,Los Angeles,NC,MEDIUM
CUST001380,Lisa Martinez,lisa.martinez880@outlook.com,634-786-9501,562,Chicago,OH,MEDIUM
CUST001381,Lisa Davis,lisa.davis136@gmail.com,487-898-5495,205,Houston,WA,MEDIUM
CUST001382,Elizabeth Hernandez,elizabeth.hernandez585@outlook.com,239-830-5493,770,Phoenix,NJ,LOW
CUST001383,Betty Martin,betty.martin13@gmail.com,514-782-6259,1742,Phoenix,AZ,LOW
CUST001384,Joseph Anderson,joseph.anderson18@outlook.com,209-677-1606,764,San Diego,NJ,MEDIUM
CUST001385,Michael Wilson,michael.wilson60@gmail.com,483-824-6145,161,San Diego,TX,LOW
CUST001386,Matthew Rodriguez,matthew.rodriguez266@outlook.com,330-432-3858,330,Columbus,MI,HIGH
CUST001387,Mary Davis,mary.davis118@gmail.com,388-900-9302,1792,San Diego,MI,LOW
CUST001388,Mary Moore,mary.moore735@yahoo.com,262-931-5244,557,New York,NJ,LOW
CUST001389,Sarah Johnson,sarah.johnson615@yahoo.com,558-311-2269,1068,San Diego,CA,MEDIUM
CUST001390,John Davis,john.davis209@hotmail.com,784-580-7815,176,Austin,OH,LOW
CUST001391,Robert Smith,robert.smith335@hotmail.com,543-617-7139,993,Phoenix,MI,LOW
CUST001392,Jennifer Lopez,jennifer.lopez46@hotmail.com,353-805-1418,247,San Jose,FL,LOW
CUST001393,Thomas Taylor,thomas.taylor803@hotmail.com,420-587-1534,1375,Jacksonville,TX,MEDIUM
CUST001394,Matthew Williams,matthew.williams979@gmail.com,429-778-9249,1206,Austin,NC,HIGH
CUST001395,Susan Moore,susan.moore751@gmail.com,740-252-8738,1380,Dallas,NC,MEDIUM
CUST001396,David Rodriguez,david.rodriguez200@hotmail.com,449-536-4982,1666,Fort Worth,PA,LOW
CUST001397,Joseph Hernandez,joseph.hernandez767@gmail.com,909-446-8291,1530,Charlotte,OH,LOW
CUST001398,John Lopez,john.lopez574@gmail.com,570-869-8932,1269,Houston,GA,MEDIUM
CUST001399,Linda Jackson,linda.jackson848@yahoo.com,750-450-7678,1410,San Jose,NJ,LOW
CUST001400,Karen Rodriguez,karen.rodriguez815@hotmail.com,549-521-2932,196,San Antonio,OH,MEDIUM
CUST001401,Robert Jackson,robert.jackson507@yahoo.com,384-664-1254,371,Los Angeles,OH,LOW
CUST001402,Matthew Moore,matthew.moore729@outlook.com,960-303-3070,1810,New York,AZ,MEDIUM
CUST001403,James Garcia,james.garcia75@yahoo.com,727-742-7358,894,Philadelphia,TX,MEDIUM
CUST001404,Daniel Moore,daniel.moore248@hotmail.com,321-544-6515,1241,San Jose,MI,LOW
CUST001405,Lisa Johnson,lisa.johnson76@hotmail.com,659-618-8368,1546,Columbus,OH,LOW
CUST001406,Matthew Thomas,matthew.thomas717@yahoo.com,951-387-9345,201,Chicago,MA,LOW
CUST001407,Charles Jackson,charles.jackson379@outlook.com,588-528-8185,391,Dallas,VA,MEDIUM
CUST001408,William Brown,william.brown238@hotmail.com,705-549-1791,1185,Dallas,MA,MEDIUM
CUST001409,Charles Taylor,charles.taylor865@outlook.com,492-530-7292,682,Fort Worth,TX,LOW
CUST001410,Mary Miller,mary.miller441@hotmail.com,788-830-6150,233,Philadelphia,IL,LOW
CUST001411,Patricia Martinez,patricia.martinez281@outlook.com,649-429-3774,620,Charlotte,IL,MEDIUM
CUST001412,Matthew Brown,matthew.brown947@yahoo.com,882-485-3310,226,Houston,NC,MEDIUM
CUST001413,Matthew Garcia,matthew.garcia29@gmail.com,752-750-4197,43,San Diego,AZ,LOW
CUST001414,Barbara Miller,barbara.miller289@outlook.com,949-655-9534,288,Columbus,GA,LOW
CUST001415,Sandra Brown,sandra.brown734@gmail.com,655-642-9081,568,Los Angeles,AZ,LOW
CUST001416,William Brown,william.brown992@hotmail.com,280-962-4644,1519,Los Angeles,PA,LOW
CUST001417,Thomas Hernandez,thomas.hernandez283@outlook.com,845-953-9402,1406,Fort Worth,CA,HIGH
CUST001418,Daniel Hernandez,daniel.hernandez914@gmail.com,643-302-9540,680,Houston,AZ,MEDIUM
CUST001419,Nancy Johnson,nancy.johnson972@gmail.com,451-340-7163,1816,Houston,NJ,LOW
CUST001420,William Thomas,william.thomas156@outlook.com,391-951-9138,608,Chicago,FL,HIGH
CUST001421,Mark Williams,mark.williams974@yahoo.com,203-644-2102,1034,Dallas,MI,LOW
CUST001422,Daniel Garcia,daniel.garcia40@outlook.com,904-469-7230,1322,San Jose,FL,HIGH
CUST001423,Barbara Thomas,barbara.thomas544@yahoo.com,507-437-5786,1398,San Diego,GA,HIGH
CUST001424,Richard Martin,richard.martin366@outlook.com,502-298-4586,260,Charlotte,MA,LOW
CUST001425,Susan Anderson,susan.anderson334@yahoo.com,878-635-2897,390,San Diego,PA,HIGH
CUST001426,Patricia Lopez,patricia.lopez714@outlook.com,921-331-8925,1750,Fort Worth,AZ,MEDIUM
CUST001427,Karen Wilson,karen.wilson704@yahoo.com,229-497-5389,1069,Houston,MA,MEDIUM
CUST001428,Mary Moore,mary.moore791@hotmail.com,467-891-6203,872,San Antonio,WA,MEDIUM
CUST001429,Susan Gonzalez,susan.gonzalez267@gmail.com,474-697-4587,725,Austin,AZ,LOW
CUST001430,Elizabeth Anderson,elizabeth.anderson420@yahoo.com,786-370-9782,452,Fort Worth,NJ,LOW
CUST001431,Karen Martin,karen.martin338@yahoo.com,819-752-1326,1509,New York,WA,MEDIUM
CUST001432,John Hernandez,john.hernandez935@hotmail.com,985-984-2039,1371,New York,NC,LOW
CUST001433,Barbara Moore,barbara.moore204@yahoo.com,748-605-4757,624,Fort Worth,TX,LOW
CUST001434,David Wilson,david.wilson221@yahoo.com,213-236-1328,1576,Dallas,CA,MEDIUM
CUST001435,Richard Thomas,richard.thomas44@yahoo.com,489-508-1397,501,Austin,WA,HIGH
CUST001436,Linda Johnson,linda.johnson279@gmail.com,586-871-7565,298,Columbus,VA,LOW
CUST001437,Margaret Williams,margaret.williams79@gmail.com,716-939-7805,71,New York,VA,MEDIUM
CUST001438,Karen Jones,karen.jones98@outlook.com,398-820-6114,1637,Philadelphia,OH,MEDIUM
CUST001439,Lisa Smith,lisa.smith310@hotmail.com,669-407-2633,571,Austin,MI,MEDIUM
CUST001440,Richard Martinez,richard.martinez440@gmail.com,427-616-5563,1019,Phoenix,MA,HIGH
CUST001441,Sarah Taylor,sarah.taylor251@outlook.com,217-708-7449,793,Fort Worth,NC,HIGH
CUST001442,Patricia Anderson,patricia.anderson230@gmail.com,606-989-4802,945,Philadelphia,GA,MEDIUM
CUST001443,Patricia Martinez,patricia.martinez341@yahoo.com,845-285-2562,1178,Chicago,FL,MEDIUM
CUST001444,Charles Davis,charles.davis86@yahoo.com,612-831-8758,1101,Jacksonville,AZ,MEDIUM
CUST001445,Matthew Davis,matthew.davis61@outlook.com,458-621-6102,1546,Philadelphia,AZ,LOW
CUST001446,Mary Hernandez,mary.hernandez706@outlook.com,205-474-4427,1576,Dallas,WA,MEDIUM
CUST001447,Sarah Thomas,sarah.thomas321@yahoo.com,529-672-8913,1083,Dallas,AZ,HIGH
CUST001448,Lisa Williams,lisa.williams944@gmail.com,635-916-2269,799,Chicago,WA,LOW
CUST001449,Jennifer Taylor,jennifer.taylor767@gmail.com,370-402-8169,1811,Los Angeles,NY,MEDIUM
CUST001450,Jessica Garcia,jessica.garcia642@outlook.com,343-966-9963,886,San Antonio,NY,LOW
CUST001451,Patricia Wilson,patricia.wilson302@hotmail.com,735-530-7088,1184,Austin,TX,LOW
CUST001452,Elizabeth Taylor,elizabeth.taylor702@yahoo.com,828-931-7082,1093,San Jose,IL,MEDIUM
CUST001453,Joseph Miller,joseph.miller959@hotmail.com,964-937-3217,366,Dallas,VA,MEDIUM
CUST001454,James Hernandez,james.hernandez427@yahoo.com,353-681-2098,41,Phoenix,VA,LOW
CUST001455,Michael Brown,michael.brown551@outlook.com,538-296-2001,1309,San Diego,MI,LOW
CUST001456,John Lopez,john.lopez652@yahoo.com,553-843-1231,424,Phoenix,IL,MEDIUM
CUST001457,Charles Martinez,charles.martinez377@outlook.com,460-774-9864,1343,Austin,FL,LOW
CUST001458,Charles Jones,charles.jones106@yahoo.com,486-382-5307,1184,Los Angeles,TX,MEDIUM
CUST001459,Charles Gonzalez,charles.gonzalez339@hotmail.com,954-830-8756,458,Chicago,NY,LOW
CUST001460,Michael Williams,michael.williams952@yahoo.com,346-368-8790,1821,New York,PA,LOW
CUST001461,Mark Johnson,mark.johnson141@outlook.com,635-880-8728,699,Phoenix,NC,LOW
CUST001462,Linda Moore,linda.moore403@outlook.com,992-594-8773,757,Phoenix,AZ,MEDIUM
CUST001463,David Taylor,david.taylor81@yahoo.com,370-848-5550,1486,Chicago,AZ,MEDIUM
CUST001464,Sarah Anderson,sarah.anderson502@hotmail.com,901-323-8133,1365,Philadelphia,TX,LOW
CUST001465,Margaret Lopez,margaret.lopez876@outlook.com,989-886-6668,1521,San Antonio,FL,MEDIUM
CUST001466,Sarah Miller,sarah.miller392@hotmail.com,383-965-1174,431,San Diego,PA,MEDIUM
CUST001467,Michael Smith,michael.smith601@hotmail.com,536-296-7043,549,Dallas,MA,LOW
CUST001468,Karen Rodriguez,karen.rodriguez35@hotmail.com,857-690-7525,119,Jacksonville,VA,LOW
CUST001469,William Johnson,william.johnson995@gmail.com,935-682-8446,1034,Chicago,GA,HIGH
CUST001470,Margaret Moore,margaret.moore827@gmail.com,239-578-1472,1285,Charlotte,VA,LOW
CUST001471,Daniel Garcia,daniel.garcia892@yahoo.com,284-629-2956,144,San Diego,NJ,HIGH
CUST001472,Mary Hernandez,mary.hernandez100@hotmail.com,398-870-1273,711,Columbus,NJ,LOW
CUST001473,Mark Garcia,mark.garcia928@hotmail.com,728-214-7605,882,Columbus,NJ,HIGH
CUST001474,Mary Williams,mary.williams198@yahoo.com,946-473-2375,383,San Diego,NY,LOW
CUST001475,Karen Miller,karen.miller706@outlook.com,377-850-1052,667,Phoenix,NC,LOW
CUST001476,Patricia Hernandez,patricia.hernandez478@gmail.com,779-674-2444,268,Charlotte,CA,LOW
CUST001477,Lisa Williams,lisa.williams191@hotmail.com,805-841-1329,1600,Chicago,WA,LOW
CUST001478,Michael Lopez,michael.lopez472@gmail.com,941-452-6042,1744,Austin,NJ,LOW
CUST001479,Lisa Jones,lisa.jones318@gmail.com,588-922-5703,394,Phoenix,TX,MEDIUM
CUST001480,David Wilson,david.wilson232@yahoo.com,479-404-3901,634,Phoenix,VA,MEDIUM
CUST001481,William Williams,william.williams502@hotmail.com,792-572-6715,1611,Austin,NC,MEDIUM
CUST001482,Anthony Garcia,anthony.garcia38@outlook.com,359-750-4451,1468,San Antonio,PA,HIGH
CUST001483,Betty Martinez,betty.martinez213@hotmail.com,916-715-5406,215,Dallas,WA,LOW
CUST001484,William Miller,william.miller479@hotmail.com,232-318-9471,1378,Austin,TX,MEDIUM
CUST001485,Robert Anderson,robert.anderson601@hotmail.com,581-777-7191,1378,San Jose,MA,LOW
CUST001486,David Brown,david.brown645@hotmail.com,208-362-7904,1003,Philadelphia,PA,HIGH
CUST001487,Mark Brown,mark.brown192@hotmail.com,513-366-8648,1149,Chicago,WA,LOW
CUST001488,Joseph Martin,joseph.martin468@outlook.com,948-608-8759,1738,Houston,IL,HIGH
CUST001489,Barbara Martin,barbara.martin346@outlook.com,894-610-5918,112,Charlotte,MA,LOW
CUST001490,Matthew Taylor,matthew.taylor111@outlook.com,636-992-5413,1212,San Antonio,MI,LOW
CUST001491,Jennifer Taylor,jennifer.taylor171@hotmail.com,811-914-9586,436,San Jose,WA,LOW
CUST001492,Robert Hernandez,robert.hernandez808@gmail.com,292-516-3317,1671,Philadelphia,GA,MEDIUM
CUST001493,Jennifer Anderson,jennifer.anderson1@yahoo.com,405-376-5936,659,Los Angeles,TX,LOW
CUST001494,Margaret Miller,margaret.miller448@gmail.com,941-450-3525,1432,Dallas,AZ,LOW
CUST001495,James Thomas,james.thomas164@hotmail.com,302-682-7456,1461,Houston,MA,MEDIUM
CUST001496,Nancy Gonzalez,nancy.gonzalez852@outlook.com,923-448-2569,823,Chicago,PA,LOW
CUST001497,Richard Hernandez,richard.hernandez920@hotmail.com,890-947-7956,1252,San Antonio,NC,LOW
CUST001498,Barbara Thomas,barbara.thomas686@gmail.com,427-823-3918,1602,Houston,PA,LOW
CUST001499,David Taylor,david.taylor843@gmail.com,825-813-7523,188,Austin,FL,LOW
CUST001500,Jessica Miller,jessica.miller46@yahoo.com,509-645-2521,725,San Antonio,NJ,LOW
CUST001501,Susan Jones,susan.jones292@hotmail.com,596-891-8875,101,Phoenix,OH,LOW
CUST001502,Jennifer Gonzalez,jennifer.gonzalez699@gmail.com,676-284-6673,1435,Jacksonville,CA,HIGH
CUST001503,Margaret Gonzalez,margaret.gonzalez823@gmail.com,364-526-3109,1206,Dallas,OH,HIGH
CUST001504,Joseph Smith,joseph.smith498@outlook.com,632-989-1893,650,San Antonio,IL,HIGH
CUST001505,Christopher Brown,christopher.brown619@outlook.com,714-581-8758,1488,Philadelphia,AZ,MEDIUM
CUST001506,Barbara Brown,barbara.brown805@yahoo.com,634-744-7282,1812,Austin,CA,LOW
CUST001507,James Hernandez,james.hernandez971@hotmail.com,402-727-8454,920,New York,GA,LOW
CUST001508,Mary Brown,mary.brown889@outlook.com,671-575-1820,1257,Austin,PA,LOW
CUST001509,Susan Hernandez,susan.hernandez692@hotmail.com,985-224-9892,577,Chicago,IL,LOW
CUST001510,Susan Smith,susan.smith458@hotmail.com,504-851-1583,1250,Los Angeles,PA,HIGH
CUST001511,Mary Moore,mary.moore757@outlook.com,454-379-2377,1125,Los Angeles,TX,HIGH
CUST001512,Robert Thomas,robert.thomas442@hotmail.com,553-669-4999,1720,Charlotte,AZ,HIGH
CUST001513,Anthony Taylor,anthony.taylor583@outlook.com,241-278-6350,793,New York,TX,MEDIUM
