recipient_id,recipient_name,recipient_email,recipient_phone,recipient_account_age_days,recipient_verified
RCPT000609,Daniel Jones,daniel.jones608@hotmail.com,408-622-2521,78,True
RCPT000610,Charles Taylor,charles.taylor963@yahoo.com,467-531-1928,1321,True
RCPT000611,William Wilson,william.wilson681@hotmail.com,652-242-3471,1713,True
RCPT000612,Susan Smith,susan.smith451@hotmail.com,315-703-1970,1607,False
RCPT000613,James Garcia,james.garcia178@hotmail.com,373-543-6292,415,True
RCPT000614,Michael Rodriguez,michael.rodriguez761@gmail.com,660-631-4055,383,True
RCPT000615,Sandra Jackson,sandra.jackson355@hotmail.com,270-703-7061,545,True
RCPT000616,Patricia Gonzalez,patricia.gonzalez254@outlook.com,828-237-6750,1580,True
RCPT000617,Sarah Garcia,sarah.garcia567@gmail.com,656-392-4345,433,False
RCPT000618,Karen Brown,karen.brown27@yahoo.com,799-633-6799,889,True
RCPT000619,Robert Johnson,robert.johnson801@outlook.com,491-595-5551,1477,False
RCPT000620,Anthony Thomas,anthony.thomas386@hotmail.com,674-768-6826,784,True
RCPT000621,David Johnson,david.johnson569@hotmail.com,561-259-2273,1329,True
RCPT000622,Linda Jackson,linda.jackson595@yahoo.com,564-679-1255,1804,True
RCPT000623,Thomas Wilson,thomas.wilson123@gmail.com,347-733-6641,1288,True
RCPT000624,Matthew Brown,matthew.brown257@yahoo.com,741-892-3508,661,True
RCPT000625,Robert Smith,robert.smith253@yahoo.com,888-942-9872,1560,False
RCPT000626,David Jackson,david.jackson121@gmail.com,776-741-1578,1596,True
RCPT000627,Jennifer Taylor,jennifer.taylor877@yahoo.com,819-989-1699,1742,True
RCPT000628,Michael Smith,michael.smith995@outlook.com,700-424-1245,1504,True
RCPT000629,Betty Johnson,betty.johnson233@hotmail.com,219-307-8057,1306,False
RCPT000630,Joseph Gonzalez,joseph.gonzalez607@yahoo.com,912-905-2067,1192,True
RCPT000631,Lisa Smith,lisa.smith337@gmail.com,701-303-8507,72,True
RCPT000632,Jessica Martinez,jessica.martinez995@hotmail.com,556-923-5544,51,False
RCPT000633,Charles Brown,charles.brown911@hotmail.com,453-722-8448,1636,False
RCPT000634,Jessica Miller,jessica.miller566@hotmail.com,451-319-6200,1526,True
RCPT000635,Susan Thomas,susan.thomas435@hotmail.com,813-672-3678,1154,False
RCPT000636,Jennifer Wilson,jennifer.wilson233@yahoo.com,933-687-4578,343,True
RCPT000637,Linda Thomas,linda.thomas775@gmail.com,395-892-2291,1170,True
RCPT000638,David Wilson,david.wilson416@hotmail.com,899-311-5350,129,True
RCPT000639,Elizabeth Miller,elizabeth.miller22@outlook.com,606-730-4779,308,False
RCPT000640,Richard Moore,richard.moore88@outlook.com,234-562-2421,1195,True
RCPT000641,Jessica Smith,jessica.smith164@hotmail.com,390-443-8008,1535,True
RCPT000642,Joseph Rodriguez,joseph.rodriguez747@yahoo.com,673-455-9750,93,True
RCPT000643,Michael Williams,michael.williams539@hotmail.com,397-494-2229,386,True
RCPT000644,Margaret Thomas,margaret.thomas733@gmail.com,647-967-3341,848,True
RCPT000645,John Brown,john.brown759@hotmail.com,672-590-3794,52,False
RCPT000646,Michael Rodriguez,michael.rodriguez473@outlook.com,968-434-6632,640,True
RCPT000647,William Hernandez,william.hernandez955@hotmail.com,627-512-8406,398,True
RCPT000648,Christopher Brown,christopher.brown798@outlook.com,724-746-6354,1214,True
RCPT000649,Richard Gonzalez,richard.gonzalez237@outlook.com,852-943-1308,29,True
RCPT000650,Linda Moore,linda.moore200@gmail.com,327-505-9962,1368,True
RCPT000651,Jessica Taylor,jessica.taylor754@gmail.com,614-582-8103,21,True
RCPT000652,Mark Rodriguez,mark.rodriguez919@gmail.com,720-900-1618,1539,True
RCPT000653,Elizabeth Martinez,elizabeth.martinez971@outlook.com,932-389-9632,1602,True
RCPT000654,Susan Williams,susan.williams479@yahoo.com,468-909-7185,70,False
RCPT000655,Michael Wilson,michael.wilson855@yahoo.com,280-468-4197,1413,True
RCPT000656,Thomas Williams,thomas.williams195@outlook.com,336-981-3485,1208,True
RCPT000657,Thomas Smith,thomas.smith313@hotmail.com,206-865-4755,7,True
RCPT000658,William Jackson,william.jackson115@gmail.com,611-493-9029,845,True
RCPT000659,Charles Garcia,charles.garcia743@outlook.com,402-774-7670,1137,True
RCPT000660,Michael Davis,michael.davis949@outlook.com,864-334-3643,1302,False
RCPT000661,Betty Moore,betty.moore106@gmail.com,572-553-4400,1350,True
RCPT000662,Barbara Taylor,barbara.taylor548@yahoo.com,234-379-2447,410,False
RCPT000663,Jessica Williams,jessica.williams418@gmail.com,867-444-5003,1032,True
RCPT000664,John Thomas,john.thomas778@outlook.com,613-213-3531,1047,False
RCPT000665,Elizabeth Martin,elizabeth.martin15@outlook.com,363-623-5110,1087,True
RCPT000666,James Hernandez,james.hernandez712@gmail.com,454-801-2443,855,False
RCPT000667,Sarah Williams,sarah.williams178@yahoo.com,654-824-4627,1233,True
RCPT000668,Mark Jackson,mark.jackson229@gmail.com,995-769-3543,1624,True
RCPT000669,Betty Anderson,betty.anderson662@gmail.com,480-635-6707,512,True
RCPT000670,Linda Wilson,linda.wilson605@yahoo.com,448-994-3856,88,False
RCPT000671,Jennifer Martinez,jennifer.martinez834@outlook.com,301-895-2400,698,False
RCPT000672,Betty Garcia,betty.garcia237@gmail.com,911-598-9164,1132,True
RCPT000673,John Jackson,john.jackson287@outlook.com,703-238-2386,568,True
RCPT000674,Margaret Jones,margaret.jones575@gmail.com,461-501-8168,216,True
RCPT000675,Mary Moore,mary.moore207@outlook.com,331-491-9986,915,True
RCPT000676,Thomas Hernandez,thomas.hernandez413@yahoo.com,419-659-9921,1325,False
RCPT000677,Daniel Williams,daniel.williams492@yahoo.com,333-662-8523,835,True
RCPT000678,Daniel Wilson,daniel.wilson998@yahoo.com,825-865-6436,1312,True
RCPT000679,Daniel Davis,daniel.davis418@gmail.com,636-568-8774,598,True
RCPT000680,Daniel Wilson,daniel.wilson608@hotmail.com,859-424-7802,829,True
RCPT000681,Nancy Davis,nancy.davis488@hotmail.com,626-999-2402,1763,True
RCPT000682,Barbara Davis,barbara.davis351@outlook.com,663-693-9125,1822,True
RCPT000683,Charles Jones,charles.jones705@hotmail.com,547-717-4829,848,True
RCPT000684,Sarah Taylor,sarah.taylor934@yahoo.com,650-498-6112,1109,True
RCPT000685,Michael Martin,michael.martin908@outlook.com,238-488-3138,551,True
RCPT000686,David Smith,david.smith187@hotmail.com,599-708-2019,319,True
RCPT000687,Jessica Taylor,jessica.taylor178@hotmail.com,801-768-9954,147,False
RCPT000688,Matthew Brown,matthew.brown741@gmail.com,439-648-7734,427,True
RCPT000689,Charles Martinez,charles.martinez3@yahoo.com,720-943-1507,623,True
RCPT000690,Jessica Rodriguez,jessica.rodriguez93@yahoo.com,647-825-9993,20,False
RCPT000691,David Hernandez,david.hernandez880@gmail.com,215-736-7769,1591,True
RCPT000692,Karen Jackson,karen.jackson474@gmail.com,707-942-9231,424,True
RCPT000693,Nancy Williams,nancy.williams241@yahoo.com,837-511-1528,341,False
RCPT000694,Betty Lopez,betty.lopez603@hotmail.com,385-567-1701,136,False
RCPT000695,Barbara Anderson,barbara.anderson374@hotmail.com,527-686-5936,1068,False
RCPT000696,Michael Jones,michael.jones569@gmail.com,211-901-9116,1372,True
RCPT000697,Betty Hernandez,betty.hernandez404@gmail.com,545-522-8845,431,True
RCPT000698,Patricia Johnson,patricia.johnson586@outlook.com,206-997-1469,1529,False
RCPT000699,Sandra Gonzalez,sandra.gonzalez848@gmail.com,617-890-2095,1352,True
RCPT000700,Michael Williams,michael.williams452@outlook.com,615-221-3695,601,True
RCPT000701,Daniel Lopez,daniel.lopez386@outlook.com,919-804-2497,1046,True
RCPT000702,Elizabeth Miller,elizabeth.miller236@outlook.com,834-662-6376,939,True
RCPT000703,Margaret Lopez,margaret.lopez270@outlook.com,217-593-4121,550,True
RCPT000704,Susan Smith,susan.smith382@yahoo.com,441-737-9954,323,True
RCPT000705,Karen Jackson,karen.jackson976@outlook.com,802-609-7179,1487,True
RCPT000706,Sarah Brown,sarah.brown527@outlook.com,975-527-9479,1139,True
RCPT000707,Elizabeth Brown,elizabeth.brown297@gmail.com,397-629-4654,627,False
RCPT000708,William Hernandez,william.hernandez108@yahoo.com,960-599-2981,1155,True
RCPT000709,Margaret Anderson,margaret.anderson628@gmail.com,368-361-4412,1801,True
RCPT000710,Karen Martinez,karen.martinez302@yahoo.com,271-902-3675,174,True
RCPT000711,William Hernandez,william.hernandez339@outlook.com,821-825-1500,84,False
RCPT000712,Jennifer Hernandez,jennifer.hernandez411@outlook.com,973-770-8948,269,True
RCPT000713,Mary Gonzalez,mary.gonzalez657@yahoo.com,629-556-8319,1769,True
RCPT000714,Joseph Williams,joseph.williams663@hotmail.com,311-253-5666,203,True
RCPT000715,Richard Thomas,richard.thomas467@outlook.com,588-698-6919,1648,True
RCPT000716,Lisa Jones,lisa.jones737@yahoo.com,477-815-7275,982,True
RCPT000717,Joseph Williams,joseph.williams604@outlook.com,682-521-6381,1597,False
RCPT000718,Charles Brown,charles.brown829@yahoo.com,230-819-6009,686,True
RCPT000719,Nancy Smith,nancy.smith945@yahoo.com,751-921-5551,611,True
RCPT000720,Sarah Taylor,sarah.taylor142@outlook.com,802-657-7613,1171,True
RCPT000721,Patricia Davis,patricia.davis692@outlook.com,596-698-5416,1570,False
RCPT000722,Anthony Taylor,anthony.taylor619@outlook.com,816-208-9509,1569,False
RCPT000723,Thomas Wilson,thomas.wilson238@gmail.com,504-325-9834,1419,True
RCPT000724,David Jackson,david.jackson40@hotmail.com,824-254-5611,1618,True
RCPT000725,William Anderson,william.anderson286@yahoo.com,669-254-8417,283,True
RCPT000726,Elizabeth Rodriguez,elizabeth.rodriguez352@yahoo.com,691-774-7749,131,True
RCPT000727,Karen Hernandez,karen.hernandez259@outlook.com,864-367-8786,568,True
RCPT000728,Joseph Hernandez,joseph.hernandez93@yahoo.com,825-326-5137,782,True
RCPT000729,Linda Anderson,linda.anderson560@yahoo.com,772-231-4741,644,False
RCPT000730,Thomas Martin,thomas.martin624@gmail.com,892-219-7096,1096,False
RCPT000731,Jessica Anderson,jessica.anderson1@outlook.com,566-230-2741,392,True
RCPT000732,Anthony Martin,anthony.martin643@yahoo.com,530-603-8403,1716,False
RCPT000733,Daniel Martinez,daniel.martinez792@outlook.com,450-294-8851,1593,False
RCPT000734,John Taylor,john.taylor413@yahoo.com,616-616-8203,1505,False
RCPT000735,John Gonzalez,john.gonzalez924@yahoo.com,431-983-7427,426,True
RCPT000736,Linda Smith,linda.smith961@yahoo.com,345-962-7718,266,True
RCPT000737,Nancy Martin,nancy.martin529@outlook.com,510-227-5142,825,False
RCPT000738,Barbara Rodriguez,barbara.rodriguez581@outlook.com,663-231-6124,461,False
RCPT000739,Elizabeth Rodriguez,elizabeth.rodriguez987@yahoo.com,462-776-6512,589,True
RCPT000740,Robert Brown,robert.brown669@outlook.com,589-374-1792,1108,True
RCPT000741,Margaret Williams,margaret.williams718@yahoo.com,743-830-5088,522,True
RCPT000742,Sarah Smith,sarah.smith940@gmail.com,890-803-3668,1686,True
RCPT000743,Barbara Davis,barbara.davis880@outlook.com,529-226-5732,1297,True
RCPT000744,Richard Taylor,richard.taylor437@outlook.com,813-240-1628,164,True
RCPT000745,Mark Miller,mark.miller193@gmail.com,523-336-5922,30,True
RCPT000746,Mark Brown,mark.brown951@hotmail.com,852-667-6358,1053,True
RCPT000747,Daniel Jones,daniel.jones474@outlook.com,729-627-2526,1335,True
RCPT000748,Jessica Anderson,jessica.anderson834@yahoo.com,447-431-4916,1698,True
RCPT000749,Susan Martin,susan.martin319@yahoo.com,220-295-5386,526,True
RCPT000750,Joseph Gonzalez,joseph.gonzalez987@outlook.com,285-624-3871,1811,True
RCPT000751,Mary Wilson,mary.wilson289@gmail.com,214-418-2274,1095,True
RCPT000752,John Thomas,john.thomas910@yahoo.com,884-384-7683,755,True
RCPT000753,Michael Rodriguez,michael.rodriguez650@outlook.com,578-917-6931,577,False
RCPT000754,Lisa Williams,lisa.williams131@gmail.com,425-979-9874,575,False
RCPT000755,Joseph Garcia,joseph.garcia447@hotmail.com,509-891-1848,156,True
RCPT000756,Daniel Taylor,daniel.taylor920@gmail.com,507-895-4443,1695,True
RCPT000757,Michael Hernandez,michael.hernandez898@hotmail.com,384-551-8041,257,False
RCPT000758,Betty Smith,betty.smith509@gmail.com,976-454-9303,582,False
RCPT000759,Betty Hernandez,betty.hernandez868@gmail.com,450-956-5215,1587,True
RCPT000760,Joseph Rodriguez,joseph.rodriguez634@gmail.com,715-952-6198,38,True
RCPT000761,Daniel Moore,daniel.moore906@yahoo.com,885-466-1848,1553,True
RCPT000762,Nancy Hernandez,nancy.hernandez788@hotmail.com,627-929-6756,160,True
RCPT000763,Mary Gonzalez,mary.gonzalez632@gmail.com,877-842-8057,223,True
RCPT000764,Karen Lopez,karen.lopez790@outlook.com,423-854-8202,319,True
RCPT000765,Linda Smith,linda.smith238@gmail.com,523-747-5470,776,True
RCPT000766,Linda Martin,linda.martin802@hotmail.com,477-976-3092,1121,True
RCPT000767,Daniel Hernandez,daniel.hernandez261@gmail.com,262-798-3701,1597,True
RCPT000768,Patricia Jackson,patricia.jackson364@gmail.com,683-773-9134,498,True
RCPT000769,Mark Hernandez,mark.hernandez701@yahoo.com,795-227-1621,492,True
RCPT000770,Christopher Miller,christopher.miller969@yahoo.com,963-837-3606,1803,False
RCPT000771,Robert Smith,robert.smith916@hotmail.com,897-573-7024,1448,True
RCPT000772,Sandra Gonzalez,sandra.gonzalez839@yahoo.com,717-508-9156,761,False
RCPT000773,Betty Lopez,betty.lopez751@outlook.com,759-908-4598,1709,True
RCPT000774,Karen Davis,karen.davis617@hotmail.com,412-273-1483,1185,True
RCPT000775,John Moore,john.moore517@hotmail.com,980-655-9961,901,True
RCPT000776,Betty Taylor,betty.taylor963@gmail.com,895-779-6572,988,True
RCPT000777,Lisa Taylor,lisa.taylor249@outlook.com,730-403-1198,1397,True
RCPT000778,Sarah Martin,sarah.martin576@outlook.com,570-846-9562,599,False
RCPT000779,Matthew Smith,matthew.smith853@outlook.com,971-499-6594,1780,False
RCPT000780,Jennifer Hernandez,jennifer.hernandez696@outlook.com,855-678-1058,429,True
RCPT000781,Joseph Brown,joseph.brown962@outlook.com,565-732-8405,1685,True
RCPT000782,Mary Jackson,mary.jackson566@gmail.com,880-335-1566,995,True
RCPT000783,Mark Jones,mark.jones47@hotmail.com,609-799-1769,1816,False
RCPT000784,Elizabeth Miller,elizabeth.miller595@gmail.com,847-608-5254,1092,True
RCPT000785,Jessica Thomas,jessica.thomas195@yahoo.com,242-352-5880,1289,True
RCPT000786,Anthony Rodriguez,anthony.rodriguez14@outlook.com,441-850-2658,1176,False
RCPT000787,John Moore,john.moore669@gmail.com,323-269-3963,119,True
RCPT000788,Matthew Gonzalez,matthew.gonzalez501@yahoo.com,825-897-2179,1506,False
RCPT000789,Karen Rodriguez,karen.rodriguez951@yahoo.com,643-284-7427,851,False
RCPT000790,William Thomas,william.thomas68@gmail.com,700-911-4602,710,True
RCPT000791,Joseph Hernandez,joseph.hernandez431@hotmail.com,338-917-1408,1114,True
RCPT000792,Patricia Miller,patricia.miller12@gmail.com,277-954-7328,164,True
RCPT000793,Jennifer Williams,jennifer.williams339@yahoo.com,782-247-1973,1719,False
RCPT000794,Elizabeth Williams,elizabeth.williams827@outlook.com,586-928-5387,432,True
RCPT000795,Sarah Gonzalez,sarah.gonzalez25@hotmail.com,351-769-4852,198,False
RCPT000796,Jessica Jones,jessica.jones218@yahoo.com,507-591-5130,576,False
RCPT000797,Patricia Johnson,patricia.johnson390@gmail.com,602-262-8046,931,True
RCPT000798,Jessica Anderson,jessica.anderson542@yahoo.com,274-461-3002,1113,True
RCPT000799,Mary Johnson,mary.johnson471@yahoo.com,822-226-9253,1354,True
RCPT000800,Jessica Martin,jessica.martin830@gmail.com,943-307-2556,935,True
RCPT000801,Lisa Lopez,lisa.lopez786@outlook.com,477-676-8021,1516,True
RCPT000802,Sarah Lopez,sarah.lopez466@hotmail.com,660-806-1348,1816,True
RCPT000803,Betty Davis,betty.davis409@outlook.com,945-527-5579,1574,False
RCPT000804,Sandra Martin,sandra.martin86@gmail.com,797-979-4562,1521,False
RCPT000805,Thomas Martinez,thomas.martinez553@outlook.com,522-366-4558,1579,True
RCPT000806,Sarah Smith,sarah.smith296@hotmail.com,419-398-5334,1797,True
RCPT000807,James Rodriguez,james.rodriguez627@yahoo.com,226-674-1528,5,True
RCPT000808,Robert Gonzalez,robert.gonzalez976@outlook.com,557-545-5290,915,True
RCPT000809,Michael Martin,michael.martin445@hotmail.com,928-291-7953,432,True
RCPT000810,David Williams,david.williams107@outlook.com,344-849-4314,108,True
RCPT000811,Anthony Lopez,anthony.lopez520@yahoo.com,291-686-3871,796,True
RCPT000812,Nancy Davis,nancy.davis887@gmail.com,757-985-1867,1604,True
RCPT000813,Sarah Smith,sarah.smith549@outlook.com,911-280-2758,341,True
RCPT000814,Thomas Smith,thomas.smith310@hotmail.com,918-437-1984,815,True
RCPT000815,Nancy Anderson,nancy.anderson945@outlook.com,329-294-2637,274,False
RCPT000816,Patricia Gonzalez,patricia.gonzalez529@gmail.com,200-778-9696,195,False
RCPT000817,Susan Wilson,susan.wilson998@yahoo.com,576-331-2396,684,True
RCPT000818,Sandra Wilson,sandra.wilson496@yahoo.com,869-662-2876,149,True
RCPT000819,Joseph Smith,joseph.smith959@outlook.com,746-620-9617,1321,False
RCPT000820,William Wilson,william.wilson756@hotmail.com,303-497-8744,1816,True
RCPT000821,Barbara Martin,barbara.martin861@hotmail.com,637-762-6499,393,False
RCPT000822,Elizabeth Garcia,elizabeth.garcia352@yahoo.com,525-670-8278,778,False
RCPT000823,Daniel Thomas,daniel.thomas831@yahoo.com,896-786-7126,182,False
RCPT000824,Christopher Gonzalez,christopher.gonzalez35@yahoo.com,942-364-5082,1345,False
RCPT000825,Lisa Smith,lisa.smith103@hotmail.com,892-941-1278,1807,True
RCPT000826,Daniel Johnson,daniel.johnson696@outlook.com,861-278-6753,1320,True
RCPT000827,Karen Martin,karen.martin969@outlook.com,945-883-4645,289,True
RCPT000828,Mary Martinez,mary.martinez500@outlook.com,354-544-7857,155,True
RCPT000829,Barbara Martin,barbara.martin723@hotmail.com,903-901-4767,472,True
RCPT000830,John Gonzalez,john.gonzalez129@gmail.com,644-389-9970,1506,True
RCPT000831,David Wilson,david.wilson408@gmail.com,877-397-1437,1180,True
RCPT000832,Barbara Williams,barbara.williams655@yahoo.com,469-404-5491,1671,True
RCPT000833,Susan Davis,susan.davis330@outlook.com,740-262-9557,1022,False
RCPT000834,Karen Davis,karen.davis292@outlook.com,348-501-5269,193,False
RCPT000835,Joseph Gonzalez,joseph.gonzalez148@gmail.com,749-702-5755,495,True
RCPT000836,Karen Wilson,karen.wilson293@outlook.com,508-333-4293,287,False
RCPT000837,Thomas Davis,thomas.davis747@hotmail.com,735-694-1396,1238,True
RCPT000838,Charles Hernandez,charles.hernandez107@outlook.com,888-372-1663,1140,True
RCPT000839,Barbara Rodriguez,barbara.rodriguez539@yahoo.com,586-343-8177,977,True
RCPT000840,Linda Brown,linda.brown883@yahoo.com,545-733-2575,268,False
RCPT000841,Richard Gonzalez,richard.gonzalez229@hotmail.com,207-462-2708,1276,False
RCPT000842,Margaret Rodriguez,margaret.rodriguez268@outlook.com,635-549-3983,1741,True
RCPT000843,Elizabeth Gonzalez,elizabeth.gonzalez866@outlook.com,728-539-2881,845,True
RCPT000844,John Thomas,john.thomas380@gmail.com,672-306-5055,761,True
RCPT000845,Christopher Moore,christopher.moore305@hotmail.com,466-857-8442,60,True
RCPT000846,James Smith,james.smith363@outlook.com,466-899-6448,1453,True
RCPT000847,Jessica Wilson,jessica.wilson430@hotmail.com,747-670-9481,611,True
RCPT000848,Linda Moore,linda.moore683@yahoo.com,321-383-8473,893,True
RCPT000849,Jessica Moore,jessica.moore792@yahoo.com,401-558-5688,1108,True
RCPT000850,Christopher Jones,christopher.jones943@hotmail.com,571-329-5701,1692,True
RCPT000851,Richard Smith,richard.smith680@yahoo.com,573-454-6066,221,False
RCPT000852,Susan Lopez,susan.lopez319@outlook.com,309-468-2617,212,True
RCPT000853,Mary Brown,mary.brown300@outlook.com,427-781-2302,1289,True
RCPT000854,Anthony Jackson,anthony.jackson519@yahoo.com,520-732-5102,577,True
RCPT000855,Nancy Brown,nancy.brown138@outlook.com,686-275-3219,1816,False
RCPT000856,Jessica Brown,jessica.brown937@hotmail.com,594-862-9223,693,True
RCPT000857,Anthony Martin,anthony.martin5@gmail.com,897-661-5616,556,False
RCPT000858,Charles Rodriguez,charles.rodriguez15@gmail.com,872-396-1471,1625,True
RCPT000859,Jennifer Jackson,jennifer.jackson651@gmail.com,612-467-2587,1240,False
RCPT000860,David Moore,david.moore767@hotmail.com,233-358-5015,952,False
RCPT000861,William Hernandez,william.hernandez130@outlook.com,855-526-8416,266,True
RCPT000862,Sandra Garcia,sandra.garcia244@outlook.com,527-629-3923,848,True
RCPT000863,James Moore,james.moore9@hotmail.com,793-756-1421,1371,True
RCPT000864,Margaret Taylor,margaret.taylor787@gmail.com,207-915-5053,1,True
RCPT000865,David Miller,david.miller468@yahoo.com,759-606-9583,1508,False
RCPT000866,Christopher Garcia,christopher.garcia805@yahoo.com,252-973-4123,21,False
RCPT000867,John Johnson,john.johnson880@gmail.com,981-634-3786,341,True
RCPT000868,Margaret Jackson,margaret.jackson479@outlook.com,863-600-3741,232,True
RCPT000869,William Williams,william.williams357@gmail.com,792-774-1974,913,True
RCPT000870,Anthony Jones,anthony.jones466@yahoo.com,834-879-3730,1704,True
RCPT000871,Margaret Jones,margaret.jones679@outlook.com,421-540-9813,1575,True
RCPT000872,Elizabeth Jackson,elizabeth.jackson172@outlook.com,405-772-9857,999,True
RCPT000873,Karen Hernandez,karen.hernandez360@gmail.com,254-824-3306,1580,True
RCPT000874,Linda Lopez,linda.lopez372@hotmail.com,666-352-9445,1331,True
RCPT000875,William Gonzalez,william.gonzalez671@yahoo.com,863-728-2596,1818,False
RCPT000876,John Martin,john.martin28@hotmail.com,528-768-8999,749,True
RCPT000877,James Jones,james.jones602@outlook.com,288-478-1935,1617,True
RCPT000878,John Wilson,john.wilson480@hotmail.com,842-874-3569,1336,True
RCPT000879,Jennifer Anderson,jennifer.anderson611@gmail.com,481-536-5313,1109,True
RCPT000880,Betty Williams,betty.williams576@gmail.com,684-841-3649,1052,True
RCPT000881,David Taylor,david.taylor309@outlook.com,476-800-5218,88,True
RCPT000882,Charles Garcia,charles.garcia431@yahoo.com,765-998-9466,815,True
RCPT000883,Lisa Moore,lisa.moore861@gmail.com,705-872-4037,44,True
RCPT000884,Sarah Smith,sarah.smith365@outlook.com,221-282-9154,585,True
RCPT000885,Matthew Hernandez,matthew.hernandez458@hotmail.com,902-350-3111,677,True
RCPT000886,Anthony Lopez,anthony.lopez895@outlook.com,712-225-9965,550,False
RCPT000887,Anthony Martin,anthony.martin747@gmail.com,201-306-6561,1423,True
RCPT000888,Robert Miller,robert.miller390@yahoo.com,479-920-4067,601,True
RCPT000889,Betty Thomas,betty.thomas695@gmail.com,204-338-6651,238,True
RCPT000890,Richard Anderson,richard.anderson926@yahoo.com,515-911-5412,1600,False
RCPT000891,Mary Martin,mary.martin962@hotmail.com,684-905-8939,327,True
RCPT000892,Sarah Thomas,sarah.thomas497@hotmail.com,669-595-4978,112,True
RCPT000893,David Anderson,david.anderson136@gmail.com,832-296-1930,76,False
RCPT000894,Linda Rodriguez,linda.rodriguez657@outlook.com,514-842-2318,1035,True
RCPT000895,Anthony Rodriguez,anthony.rodriguez911@yahoo.com,246-894-3522,322,True
RCPT000896,James Hernandez,james.hernandez800@outlook.com,552-667-5082,440,False
RCPT000897,Sarah Garcia,sarah.garcia954@outlook.com,587-552-8361,738,True
RCPT000898,Barbara Jones,barbara.jones340@outlook.com,770-531-7294,1796,True
RCPT000899,James Wilson,james.wilson781@outlook.com,473-712-8814,1076,True
RCPT000900,Nancy Gonzalez,nancy.gonzalez318@outlook.com,314-429-1736,106,True
RCPT000901,Jennifer Hernandez,jennifer.hernandez361@hotmail.com,614-856-5342,698,True
RCPT000902,Linda Martinez,linda.martinez456@hotmail.com,339-799-5350,1302,True
RCPT000903,Elizabeth Anderson,elizabeth.anderson7@hotmail.com,321-905-6101,762,True
RCPT000904,David Gonzalez,david.gonzalez218@yahoo.com,693-241-8002,1236,True
RCPT000905,Christopher Brown,christopher.brown874@gmail.com,735-306-7453,1328,True
RCPT000906,Michael Moore,michael.moore661@outlook.com,572-870-6705,668,True
RCPT000907,Jennifer Garcia,jennifer.garcia589@gmail.com,881-395-5032,1812,True
RCPT000908,Elizabeth Williams,elizabeth.williams631@outlook.com,673-936-2427,166,True
RCPT000909,Margaret Brown,margaret.brown731@outlook.com,652-913-8549,604,True
RCPT000910,Richard Johnson,richard.johnson850@hotmail.com,758-838-1041,1774,True
RCPT000911,Karen Jones,karen.jones450@gmail.com,464-428-7809,1175,True
RCPT000912,Jessica Rodriguez,jessica.rodriguez619@yahoo.com,851-513-8863,800,True
RCPT000913,Daniel Taylor,daniel.taylor428@gmail.com,600-847-2485,1435,False
RCPT000914,Betty Anderson,betty.anderson393@hotmail.com,944-523-9577,1381,True
RCPT000915,Sarah Martinez,sarah.martinez194@gmail.com,833-624-6211,333,True
RCPT000916,Mark Anderson,mark.anderson858@gmail.com,855-228-6263,397,True
RCPT000917,Robert Wilson,robert.wilson21@hotmail.com,526-913-9029,613,True
RCPT000918,Robert Moore,robert.moore771@hotmail.com,544-836-7018,1102,False
RCPT000919,Susan Jackson,susan.jackson329@hotmail.com,778-296-3794,852,True
RCPT000920,Linda Johnson,linda.johnson508@yahoo.com,661-414-2789,1601,True
RCPT000921,Barbara Jackson,barbara.jackson941@hotmail.com,311-375-4865,1567,True
RCPT000922,David Jackson,david.jackson735@yahoo.com,406-380-7058,1420,True
RCPT000923,Lisa Garcia,lisa.garcia296@hotmail.com,526-711-2270,209,False
RCPT000924,Jennifer Anderson,jennifer.anderson277@yahoo.com,540-305-5636,1223,True
RCPT000925,Thomas Wilson,thomas.wilson206@yahoo.com,707-917-1896,316,True
RCPT000926,Patricia Anderson,patricia.anderson263@gmail.com,332-737-2216,92,False
RCPT000927,James Thomas,james.thomas398@yahoo.com,503-480-4405,426,True
RCPT000928,Nancy Wilson,nancy.wilson3@yahoo.com,865-965-7149,427,True
RCPT000929,Lisa Lopez,lisa.lopez408@hotmail.com,275-927-7610,1308,True
RCPT000930,Charles Moore,charles.moore680@outlook.com,238-375-6419,309,True
RCPT000931,Barbara Williams,barbara.williams276@yahoo.com,559-297-8779,268,True
RCPT000932,Nancy Gonzalez,nancy.gonzalez946@hotmail.com,244-469-6111,1098,True
RCPT000933,Jennifer Gonzalez,jennifer.gonzalez53@yahoo.com,939-451-6469,589,False
RCPT000934,Robert Garcia,robert.garcia263@gmail.com,527-941-6901,1645,True
RCPT000935,Mary Gonzalez,mary.gonzalez917@gmail.com,318-431-1278,9,True
RCPT000936,Barbara Taylor,barbara.taylor935@yahoo.com,684-572-3705,403,True
RCPT000937,Mary Taylor,mary.taylor504@gmail.com,970-583-7862,1152,True
RCPT000938,Linda Hernandez,linda.hernandez375@hotmail.com,611-445-9341,760,True
RCPT000939,Thomas Jones,thomas.jones570@hotmail.com,414-827-8188,609,False
RCPT000940,Charles Moore,charles.moore44@gmail.com,553-933-6891,1001,True
RCPT000941,Anthony Miller,anthony.miller930@gmail.com,671-838-3060,832,False
RCPT000942,James Jackson,james.jackson690@hotmail.com,210-511-5126,934,True
RCPT000943,James Brown,james.brown466@hotmail.com,215-541-7756,1392,False
